Z,EstimatedZ
0.0,0.41000000000000003
0.0,0.43
0.0,0.42
0.0,0.42
0.0,0.42
0.0,0.43
0.0,0.43
0.0,0.42
0.0,0.43
0.0,0.44
0.0,0.41000000000000003
0.49125002333312295,0.43
0.4935000234399922,0.44
0.4930000234162435,0.45
0.4910000233212486,0.43
0.0,0.45
0.4902500232856255,0.44
0.4950000235112384,0.44
0.49600002355873585,0.44
0.49525002352311276,0.43
0.49200002336874604,0.44
0.49400002346374094,0.43
0.49325002342811786,0.44
0.4937500234518666,0.44
0.49475002349936403,0.43
0.49325002342811786,0.43
0.49050002329749987,0.43
0.49000002327375114,0.41000000000000003
0.0,0.42
0.0,0.4
0.0,0.42
0.0,0.42
0.0,0.41000000000000003
0.0,0.41000000000000003
0.0,0.41000000000000003
0.0,0.42
0.0,0.4
0.6047500287240837,0.51
0.6035000286647119,0.51
0.5772500274179038,0.44
0.0,0.41000000000000003
0.0,0.39
0.0,0.4
0.0,0.4
0.0,0.42
0.0,0.52
0.0,0.52
0.0,0.56
0.6057500287715811,0.51
0.6072500288428273,0.52
0.607750028866576,0.51
0.5880000279285014,0.51
0.607750028866576,0.52
0.5860000278335065,0.5
0.5865000278572552,0.5
0.5875000279047526,0.51
0.5882500279403757,0.5
0.5880000279285014,0.51
0.587750027916627,0.5
0.5875000279047526,0.51
0.5885000279522501,0.51
0.5875000279047526,0.52
0.6080000288784504,0.53
0.5872500278928783,0.53
0.6072500288428273,0.52
0.6075000288547017,0.54
0.6070000288309529,0.54
0.5867500278691296,0.51
0.5870000278810039,0.51
0.6065000288072042,0.55
0.607750028866576,0.54
0.6070000288309529,0.52
0.6070000288309529,0.53
0.6070000288309529,0.54
0.6072500288428273,0.54
0.6065000288072042,0.55
0.5870000278810039,0.53
0.5872500278928783,0.51
0.5880000279285014,0.54
0.6075000288547017,0.55
0.6075000288547017,0.54
0.5875000279047526,0.53
0.5875000279047526,0.53
0.5882500279403757,0.51
0.5882500279403757,0.53
0.5880000279285014,0.52
0.5882500279403757,0.52
0.5872500278928783,0.51
0.5882500279403757,0.53
0.6075000288547017,0.55
0.5880000279285014,0.52
0.5882500279403757,0.52
0.6070000288309529,0.54
0.6070000288309529,0.52
0.6070000288309529,0.54
0.6057500287715811,0.53
0.6060000287834555,0.52
0.6060000287834555,0.5
0.6055000287597068,0.48
0.6047500287240837,0.54
0.0,0.46
0.0,0.46
0.0,0.46
0.0,0.44
0.0,0.42
0.0,0.44
0.0,0.41000000000000003
0.0,0.4
0.0,0.39
0.0,0.4
0.0,0.41000000000000003
0.0,0.43
0.0,0.44
0.0,0.44
0.0,0.45
0.0,0.45
0.0,0.46
0.0,0.46
0.0,0.45
0.0,0.45
0.0,0.44
0.0,0.44
0.0,0.44
0.0,0.44
0.0,0.46
0.0,0.45
0.0,0.45
0.0,0.45
0.0,0.45
0.0,0.45
0.0,0.45
0.0,0.46
0.0,0.45
0.0,0.45
0.0,0.46
0.0,0.45
0.0,0.46
0.0,0.45
0.0,0.45
0.0,0.44
0.0,0.44
0.0,0.45
0.0,0.45
0.0,0.45
0.0,0.43
0.0,0.44
0.0,0.45
0.0,0.44
0.0,0.45
0.0,0.44
0.0,0.45
0.0,0.45
0.0,0.45
0.0,0.43
0.0,0.44
0.0,0.43
0.0,0.43
0.0,0.43
0.0,0.44
0.0,0.42
0.0,0.43
0.0,0.43
0.0,0.44
0.0,0.43
0.0,0.41000000000000003
0.0,0.44
0.0,0.46
0.0,0.49
0.0,0.49
0.5465000259573571,0.49
0.547750026016729,0.49
0.5482500260404777,0.49
0.5480000260286033,0.48
0.5480000260286033,0.49
0.547750026016729,0.47000000000000003
0.5482500260404777,0.47000000000000003
0.5482500260404777,0.47000000000000003
0.547750026016729,0.47000000000000003
0.5482500260404777,0.48
0.5480000260286033,0.47000000000000003
0.5482500260404777,0.47000000000000003
0.548500026052352,0.47000000000000003
0.5482500260404777,0.47000000000000003
0.5482500260404777,0.47000000000000003
0.5482500260404777,0.5
0.5475000260048546,0.48
0.5475000260048546,0.48
0.5482500260404777,0.49
0.5482500260404777,0.49
0.548500026052352,0.49
0.5480000260286033,0.48
0.5480000260286033,0.49
0.5475000260048546,0.5
0.5482500260404777,0.49
0.547750026016729,0.49
0.5482500260404777,0.48
0.5475000260048546,0.48
0.548500026052352,0.5
0.5482500260404777,0.47000000000000003
0.5482500260404777,0.49
0.548500026052352,0.48
0.548500026052352,0.48
0.5490000260761008,0.48
0.548500026052352,0.47000000000000003
0.548500026052352,0.48
0.5482500260404777,0.48
0.548500026052352,0.46
0.5480000260286033,0.49
0.547750026016729,0.48
0.5480000260286033,0.48
0.5470000259811059,0.49
0.5510000261710957,0.47000000000000003
0.0,0.41000000000000003
0.0,0.39
0.0,0.38
0.0,0.4
0.0,0.41000000000000003
0.0,0.43
0.0,0.47000000000000003
0.5487500260642264,0.46
0.5482500260404777,0.47000000000000003
0.548500026052352,0.47000000000000003
0.5482500260404777,0.47000000000000003
0.5480000260286033,0.47000000000000003
0.5482500260404777,0.47000000000000003
0.5482500260404777,0.48
0.5482500260404777,0.47000000000000003
0.548500026052352,0.46
0.5487500260642264,0.46
0.548500026052352,0.46
0.5482500260404777,0.47000000000000003
0.5487500260642264,0.47000000000000003
0.548500026052352,0.47000000000000003
0.548500026052352,0.47000000000000003
0.548500026052352,0.47000000000000003
0.5487500260642264,0.47000000000000003
0.5480000260286033,0.48
0.5487500260642264,0.48
0.5487500260642264,0.48
0.5482500260404777,0.48
0.5480000260286033,0.46
0.548500026052352,0.47000000000000003
0.5480000260286033,0.47000000000000003
0.5480000260286033,0.45
0.547750026016729,0.46
0.5487500260642264,0.47000000000000003
0.5490000260761008,0.47000000000000003
0.5487500260642264,0.46
0.548500026052352,0.47000000000000003
0.548500026052352,0.47000000000000003
0.548500026052352,0.47000000000000003
0.548500026052352,0.44
0.548500026052352,0.46
0.548500026052352,0.46
0.5482500260404777,0.46
0.5472500259929802,0.46
0.548500026052352,0.46
0.5475000260048546,0.47000000000000003
0.5472500259929802,0.46
0.5480000260286033,0.45
0.547750026016729,0.46
0.5475000260048546,0.45
0.547750026016729,0.45
0.5482500260404777,0.45
0.5472500259929802,0.46
0.5475000260048546,0.45
0.5480000260286033,0.45
0.5472500259929802,0.46
0.548500026052352,0.45
0.5475000260048546,0.45
0.5472500259929802,0.46
0.5475000260048546,0.46
0.547750026016729,0.45
0.5470000259811059,0.45
0.5467500259692315,0.46
0.5482500260404777,0.44
0.548500026052352,0.45
0.5487500260642264,0.45
0.5497500261117239,0.44
0.5492500260879751,0.45
0.5492500260879751,0.46
0.548500026052352,0.46
0.548500026052352,0.46
0.548500026052352,0.46
0.5490000260761008,0.44
0.548500026052352,0.45
0.548500026052352,0.46
0.5490000260761008,0.46
0.5482500260404777,0.44
0.548500026052352,0.46
0.5492500260879751,0.45
0.5490000260761008,0.46
0.5487500260642264,0.46
0.5495000260998495,0.47000000000000003
0.5497500261117239,0.45
0.5500000261235982,0.47000000000000003
0.5495000260998495,0.48
0.5497500261117239,0.48
0.548500026052352,0.45
0.5490000260761008,0.47000000000000003
0.5490000260761008,0.46
0.5495000260998495,0.46
0.5495000260998495,0.45
0.5495000260998495,0.48
0.5492500260879751,0.48
0.548500026052352,0.47000000000000003
0.548500026052352,0.48
0.5490000260761008,0.48
0.5490000260761008,0.49
0.548500026052352,0.48
0.5492500260879751,0.49
0.5492500260879751,0.51
0.5492500260879751,0.49
0.5492500260879751,0.49
0.5492500260879751,0.49
0.5487500260642264,0.49
0.5490000260761008,0.49
0.5487500260642264,0.49
0.5487500260642264,0.49
0.5487500260642264,0.5
0.5495000260998495,0.5
0.5492500260879751,0.51
0.5487500260642264,0.49
0.5490000260761008,0.49
0.5487500260642264,0.5
0.5490000260761008,0.51
0.5495000260998495,0.5
0.5492500260879751,0.5
0.548500026052352,0.5
0.5490000260761008,0.51
0.5495000260998495,0.51
0.5487500260642264,0.49
0.5490000260761008,0.5
0.548500026052352,0.5
0.5472500259929802,0.5
0.5482500260404777,0.5
0.5480000260286033,0.5
0.5475000260048546,0.51
0.547750026016729,0.51
0.5480000260286033,0.47000000000000003
0.5475000260048546,0.5
0.547750026016729,0.5
0.547750026016729,0.48
0.5480000260286033,0.51
0.547750026016729,0.5
0.5472500259929802,0.51
0.5480000260286033,0.5
0.5480000260286033,0.5
0.5480000260286033,0.5
0.5467500259692315,0.49
0.5475000260048546,0.49
0.547750026016729,0.5
0.5475000260048546,0.5
0.547750026016729,0.48
0.5482500260404777,0.49
0.5475000260048546,0.5
0.5475000260048546,0.51
0.547750026016729,0.49
0.5472500259929802,0.49
0.5480000260286033,0.49
0.548500026052352,0.49
0.5475000260048546,0.49
0.5480000260286033,0.5
0.5475000260048546,0.51
0.547750026016729,0.5
0.5472500259929802,0.48
0.5480000260286033,0.49
0.5475000260048546,0.49
0.5470000259811059,0.49
0.5475000260048546,0.48
0.547750026016729,0.49
0.5475000260048546,0.5
0.547750026016729,0.5
0.5480000260286033,0.49
0.5475000260048546,0.49
0.5475000260048546,0.49
0.5475000260048546,0.5
0.5472500259929802,0.49
0.5470000259811059,0.49
0.547750026016729,0.5
0.5475000260048546,0.49
0.5480000260286033,0.5
0.547750026016729,0.49
0.5472500259929802,0.5
0.5472500259929802,0.48
0.5472500259929802,0.5
0.547750026016729,0.49
0.5475000260048546,0.49
0.547750026016729,0.49
0.5480000260286033,0.48
0.547750026016729,0.5
0.5475000260048546,0.49
0.5472500259929802,0.5
0.547750026016729,0.5
0.5467500259692315,0.5
0.547750026016729,0.47000000000000003
0.5470000259811059,0.49
0.5472500259929802,0.48
0.5467500259692315,0.49
0.5472500259929802,0.49
0.5470000259811059,0.5
0.5470000259811059,0.49
0.5465000259573571,0.49
0.5472500259929802,0.5
0.5475000260048546,0.49
0.5470000259811059,0.49
0.5472500259929802,0.49
0.5472500259929802,0.5
0.5472500259929802,0.5
0.5480000260286033,0.5
0.547750026016729,0.49
0.5480000260286033,0.51
0.5470000259811059,0.48
0.547750026016729,0.49
0.5472500259929802,0.48
0.547750026016729,0.5
0.5480000260286033,0.48
0.547750026016729,0.5
0.5482500260404777,0.49
0.5480000260286033,0.5
0.5480000260286033,0.5
0.5472500259929802,0.5
0.547750026016729,0.49
0.547750026016729,0.49
0.547750026016729,0.49
0.5462500259454828,0.49
0.5475000260048546,0.49
0.5470000259811059,0.49
0.5475000260048546,0.5
0.5475000260048546,0.49
0.5467500259692315,0.49
