Z,EstimatedZ
0.5515000261948444,0.53
0.5520000262185931,0.53
0.5515000261948444,0.54
0.5520000262185931,0.53
0.5510000261710957,0.52
0.5517500262067188,0.53
0.55125002618297,0.53
0.5517500262067188,0.54
0.5520000262185931,0.54
0.5515000261948444,0.55
0.5515000261948444,0.52
0.55125002618297,0.53
0.5515000261948444,0.54
0.5517500262067188,0.53
0.5520000262185931,0.53
0.55125002618297,0.54
0.5515000261948444,0.54
0.5510000261710957,0.54
0.55125002618297,0.53
0.5510000261710957,0.54
0.5517500262067188,0.53
0.5515000261948444,0.52
0.5517500262067188,0.54
0.5515000261948444,0.53
0.5522500262304675,0.52
0.5517500262067188,0.54
0.5520000262185931,0.53
0.5520000262185931,0.54
0.55125002618297,0.54
0.5517500262067188,0.53
0.5517500262067188,0.54
0.5520000262185931,0.53
0.5525000262423418,0.53
0.5517500262067188,0.54
0.5520000262185931,0.52
0.5515000261948444,0.55
0.5515000261948444,0.53
0.5522500262304675,0.54
0.5515000261948444,0.52
0.5517500262067188,0.52
0.5515000261948444,0.53
0.5517500262067188,0.54
0.5517500262067188,0.52
0.5520000262185931,0.52
0.5522500262304675,0.53
0.5515000261948444,0.54
0.5517500262067188,0.54
0.5520000262185931,0.54
0.5517500262067188,0.53
0.55125002618297,0.53
0.5517500262067188,0.51
0.5517500262067188,0.54
0.5517500262067188,0.53
0.5515000261948444,0.53
0.5515000261948444,0.54
0.5515000261948444,0.53
0.5522500262304675,0.54
0.5515000261948444,0.54
0.5517500262067188,0.53
0.5522500262304675,0.54
0.5517500262067188,0.55
0.5510000261710957,0.55
0.5515000261948444,0.55
0.5520000262185931,0.53
0.5515000261948444,0.53
0.5510000261710957,0.54
0.5515000261948444,0.53
0.5507500261592213,0.53
0.5522500262304675,0.53
0.5517500262067188,0.54
0.55125002618297,0.52
0.5515000261948444,0.52
0.5517500262067188,0.54
0.5515000261948444,0.53
0.5515000261948444,0.53
0.5517500262067188,0.53
0.5520000262185931,0.53
0.55125002618297,0.54
0.5517500262067188,0.52
0.5517500262067188,0.54
0.5520000262185931,0.53
0.5517500262067188,0.52
0.55125002618297,0.53
0.5517500262067188,0.52
0.5517500262067188,0.53
0.5515000261948444,0.52
0.5515000261948444,0.55
0.5517500262067188,0.53
0.55125002618297,0.51
0.5515000261948444,0.54
0.55125002618297,0.54
0.55125002618297,0.55
0.5520000262185931,0.54
0.5515000261948444,0.55
0.5510000261710957,0.54
0.55125002618297,0.53
0.5517500262067188,0.54
0.5517500262067188,0.54
0.55125002618297,0.53
0.5517500262067188,0.52
0.5515000261948444,0.52
0.5510000261710957,0.52
0.5517500262067188,0.5
0.55125002618297,0.52
0.55125002618297,0.52
0.55125002618297,0.49
0.5507500261592213,0.5
0.5487500260642264,0.41000000000000003
0.55125002618297,0.51
0.5515000261948444,0.52
0.5515000261948444,0.5
0.5515000261948444,0.51
0.5515000261948444,0.5
0.5515000261948444,0.52
0.5510000261710957,0.51
0.5510000261710957,0.51
0.5510000261710957,0.48
0.5517500262067188,0.51
0.5510000261710957,0.5
0.5517500262067188,0.51
0.55125002618297,0.53
0.55125002618297,0.53
0.55125002618297,0.53
0.55125002618297,0.52
0.5517500262067188,0.51
0.5505000261473469,0.52
0.5510000261710957,0.53
0.55125002618297,0.52
0.5515000261948444,0.53
0.5510000261710957,0.53
0.5510000261710957,0.53
0.5520000262185931,0.52
0.5517500262067188,0.51
0.5517500262067188,0.51
0.5517500262067188,0.49
0.5517500262067188,0.51
0.5520000262185931,0.51
0.5517500262067188,0.49
0.5510000261710957,0.51
0.5510000261710957,0.51
0.5510000261710957,0.51
0.5510000261710957,0.51
0.0,0.45
0.5510000261710957,0.49
0.55125002618297,0.5
0.5510000261710957,0.52
0.5507500261592213,0.52
0.5510000261710957,0.53
0.55125002618297,0.54
0.5507500261592213,0.53
0.5517500262067188,0.54
0.5510000261710957,0.54
0.55125002618297,0.53
0.5520000262185931,0.52
0.5515000261948444,0.51
0.5515000261948444,0.51
0.55125002618297,0.53
0.5507500261592213,0.53
0.5515000261948444,0.51
0.5517500262067188,0.51
0.5510000261710957,0.52
0.55125002618297,0.52
0.5507500261592213,0.52
0.55125002618297,0.51
0.5522500262304675,0.51
0.5520000262185931,0.52
0.5515000261948444,0.53
0.5520000262185931,0.52
0.5522500262304675,0.51
0.5520000262185931,0.52
0.5517500262067188,0.53
0.5520000262185931,0.54
0.5520000262185931,0.54
0.5517500262067188,0.53
0.5520000262185931,0.53
0.5517500262067188,0.54
0.5515000261948444,0.54
0.5522500262304675,0.55
0.5527500262542162,0.55
0.5530000262660906,0.55
0.5535000262898393,0.55
0.5535000262898393,0.54
0.5527500262542162,0.55
0.5522500262304675,0.55
0.5532500262779649,0.53
0.5527500262542162,0.5700000000000001
0.5527500262542162,0.56
0.5535000262898393,0.55
0.5530000262660906,0.55
0.5532500262779649,0.56
0.5532500262779649,0.56
0.5530000262660906,0.55
