Z,EstimatedZ
0.5690000270260498,0.58
0.5672500269429293,0.58
0.570500027097296,0.58
0.5700000270735472,0.5700000000000001
0.573250027227914,0.5700000000000001
0.5587500265392009,0.58
0.5670000269310549,0.58
0.5575000264798291,0.59
0.5642500268004369,0.58
0.5672500269429293,0.59
0.5667500269191805,0.5700000000000001
0.5685000270023011,0.58
0.5572500264679547,0.58
0.5690000270260498,0.58
0.5715000271447934,0.5700000000000001
0.5692500270379242,0.59
0.5682500269904267,0.58
0.5697500270616729,0.59
0.5592500265629496,0.58
0.5707500271091703,0.59
0.567750026966678,0.5700000000000001
0.570500027097296,0.56
0.5685000270023011,0.59
0.5647500268241856,0.58
0.5695000270497985,0.5700000000000001
0.5672500269429293,0.59
0.5680000269785523,0.58
0.5672500269429293,0.58
0.5635000267648138,0.59
0.5635000267648138,0.58
0.570500027097296,0.59
0.5592500265629496,0.58
0.5702500270854216,0.58
0.5682500269904267,0.59
0.570500027097296,0.5700000000000001
0.5682500269904267,0.6
0.5700000270735472,0.58
0.5730000272160396,0.59
0.5702500270854216,0.5700000000000001
0.5652500268479344,0.5700000000000001
0.5710000271210447,0.58
0.5702500270854216,0.59
0.5725000271922909,0.5700000000000001
0.5725000271922909,0.5700000000000001
0.5655000268598087,0.58
0.5587500265392009,0.59
0.5700000270735472,0.59
0.5662500268954318,0.59
0.5662500268954318,0.58
0.5657500268716831,0.5700000000000001
0.5655000268598087,0.56
0.5712500271329191,0.6
0.5665000269073062,0.58
0.5617500266816933,0.58
0.5640000267885625,0.59
0.562250026705442,0.58
0.5710000271210447,0.59
0.562250026705442,0.59
0.5682500269904267,0.58
0.5692500270379242,0.58
0.5702500270854216,0.6
0.5620000266935676,0.6
0.5690000270260498,0.59
0.5625000267173164,0.58
0.56500002683606,0.58
0.5620000266935676,0.58
0.5667500269191805,0.5700000000000001
0.5727500272041652,0.58
0.5665000269073062,0.58
0.5707500271091703,0.59
0.5717500271566678,0.58
0.567750026966678,0.5700000000000001
0.5690000270260498,0.59
0.5590000265510753,0.58
0.5695000270497985,0.5700000000000001
0.5695000270497985,0.58
0.5655000268598087,0.58
0.5667500269191805,0.58
0.5692500270379242,0.5700000000000001
0.5672500269429293,0.59
0.5662500268954318,0.58
0.5627500267291907,0.56
0.5685000270023011,0.58
0.5597500265866984,0.5700000000000001
0.5637500267766882,0.58
0.5702500270854216,0.5700000000000001
0.5572500264679547,0.59
0.5630000267410651,0.58
0.5585000265273266,0.55
0.5590000265510753,0.59
0.5685000270023011,0.58
0.562250026705442,0.6
0.5722500271804165,0.59
0.5720000271685421,0.6
0.5682500269904267,0.58
0.5685000270023011,0.58
0.570500027097296,0.59
0.5642500268004369,0.59
0.5647500268241856,0.5700000000000001
0.5655000268598087,0.5700000000000001
0.5690000270260498,0.5700000000000001
0.5615000266698189,0.5700000000000001
0.5652500268479344,0.56
0.5660000268835574,0.58
0.5575000264798291,0.58
0.5662500268954318,0.54
0.5682500269904267,0.55
0.5630000267410651,0.56
0.5670000269310549,0.56
0.5722500271804165,0.5700000000000001
0.5625000267173164,0.55
0.567750026966678,0.5700000000000001
0.5637500267766882,0.55
0.5670000269310549,0.56
0.5652500268479344,0.55
0.5630000267410651,0.54
0.5635000267648138,0.52
0.5655000268598087,0.54
0.5682500269904267,0.53
0.5692500270379242,0.54
0.5627500267291907,0.56
0.5667500269191805,0.56
0.5717500271566678,0.5700000000000001
0.5630000267410651,0.56
0.5642500268004369,0.55
0.56500002683606,0.56
0.5637500267766882,0.5700000000000001
0.5675000269548036,0.56
0.567750026966678,0.5700000000000001
0.5675000269548036,0.56
0.5657500268716831,0.54
0.5582500265154522,0.53
0.5700000270735472,0.52
0.5730000272160396,0.51
0.5550000263610855,0.49
0.5857500278216321,0.54
0.5550000263610855,0.51
0.5547500263492111,0.49
0.5752500273229089,0.53
0.5537500263017137,0.52
0.5542500263254624,0.53
0.5552500263729598,0.49
0.5545000263373367,0.5
0.5870000278810039,0.55
0.5815000276197679,0.55
0.5800000275485218,0.5700000000000001
0.576750027394155,0.59
0.5890000279759988,0.59
0.5837500277266372,0.59
0.5832500277028885,0.58
0.5845000277622603,0.59
0.5775000274297781,0.6
0.5857500278216321,0.59
0.5827500276791397,0.58
0.5810000275960192,0.5700000000000001
0.5840000277385116,0.58
0.5840000277385116,0.6
0.5812500276078936,0.6
0.5792500275128987,0.58
0.5840000277385116,0.58
0.5832500277028885,0.6
0.5837500277266372,0.59
0.5797500275366474,0.59
0.5815000276197679,0.58
0.5857500278216321,0.58
0.5800000275485218,0.59
0.5792500275128987,0.6
0.5792500275128987,0.59
0.5780000274535269,0.58
0.5840000277385116,0.59
0.5752500273229089,0.59
0.5867500278691296,0.6
0.5810000275960192,0.61
0.5827500276791397,0.59
0.5800000275485218,0.6
0.5735000272397883,0.6
0.5827500276791397,0.6
0.5812500276078936,0.61
0.5827500276791397,0.61
0.5800000275485218,0.61
0.5837500277266372,0.61
0.5807500275841448,0.6
0.587750027916627,0.61
0.5787500274891499,0.61
0.5830000276910141,0.59
0.5872500278928783,0.64
0.5792500275128987,0.62
0.5792500275128987,0.61
